22120,blitz
22150,blitz
22196,blitz
22223,blitz
22467,blitz
22485,blitz
22633,blitz
22694,blitz
22807,blitz
22836,blitz
22977,blitz
23031,blitz
23198,blitz
23224,blitz
23252,blitz
23487,blitz
23532,blitz
23537,blitz
23724,blitz
24057,blitz
24105,blitz
24156,blitz
24208,blitz
24243,blitz
24327,blitz
24482,blitz
24488,blitz
24639,blitz
24685,blitz
24724,blitz
24726,blitz
24746,blitz
24866,blitz
24880,blitz
18,rapid
81,rapid
119,rapid
245,rapid
250,rapid
256,rapid
278,rapid
366,rapid
402,rapid
404,rapid
420,rapid
484,rapid
523,rapid
559,rapid
588,rapid
615,rapid
799,rapid
804,rapid
848,rapid
897,rapid
954,rapid
1013,rapid
1081,rapid
1102,rapid
1119,rapid
1140,rapid
1214,rapid
1215,rapid
1281,rapid
1350,rapid
1380,rapid
1437,rapid
1453,rapid
1463,rapid
1603,rapid
1628,rapid
1630,rapid
1640,rapid
1676,rapid
1709,rapid
1740,rapid
1761,rapid
1776,rapid
1813,rapid
1832,rapid
1834,rapid
1988,rapid
2004,rapid
2086,rapid
2279,rapid
2315,rapid
2418,rapid
2424,rapid
2446,rapid
2587,rapid
2605,rapid
2633,rapid
2698,rapid
2714,rapid
2721,rapid
2798,rapid
2814,rapid
2837,rapid
2914,rapid
3000,rapid
3084,rapid
3129,rapid
3208,rapid
3219,rapid
3257,rapid
3283,rapid
3294,rapid
3454,rapid
3505,rapid
3644,rapid
3777,rapid
3803,rapid
4043,rapid
4053,rapid
4083,rapid
4100,rapid
4106,rapid
4147,rapid
4193,rapid
4199,rapid
4280,rapid
4316,rapid
4328,rapid
4338,rapid
4342,rapid
4374,rapid
4437,rapid
4524,rapid
4526,rapid
4534,rapid
4537,rapid
4571,rapid
4587,rapid
4627,rapid
4633,rapid
4780,rapid
4783,rapid
4793,rapid
4808,rapid
4810,rapid
4829,rapid
4862,rapid
4902,rapid
4945,rapid
5065,rapid
5092,rapid
5096,rapid
5101,rapid
5104,rapid
5121,rapid
5127,rapid
5129,rapid
5160,rapid
5291,rapid
5328,rapid
5329,rapid
5339,rapid
5383,rapid
5387,rapid
5501,rapid
5562,rapid
5658,rapid
5709,rapid
5760,rapid
5783,rapid
5834,rapid
5863,rapid
5894,rapid
5902,rapid
5931,rapid
6071,rapid
6086,rapid
6102,rapid
6141,rapid
6152,rapid
6234,rapid
6251,rapid
6252,rapid
6258,rapid
6336,rapid
6384,rapid
6532,rapid
6590,rapid
6633,rapid
6635,rapid
6683,rapid
6684,rapid
6762,rapid
6796,rapid
6849,rapid
6941,rapid
6953,rapid
6958,rapid
6997,rapid
7157,rapid
7175,rapid
7219,rapid
7235,rapid
7271,rapid
7310,rapid
7340,rapid
7397,rapid
7460,rapid
7500,rapid
7530,rapid
7568,rapid
7613,rapid
7721,rapid
7723,rapid
7741,rapid
7756,rapid
7825,rapid
7851,rapid
7857,rapid
7859,rapid
7869,rapid
7872,rapid
7966,rapid
8012,rapid
8029,rapid
8115,rapid
8138,rapid
8175,rapid
8186,rapid
8198,rapid
8223,rapid
8341,rapid
8344,rapid
8390,rapid
8407,rapid
8447,rapid
8519,rapid
8524,rapid
8548,rapid
8566,rapid
8587,rapid
8644,rapid
8659,rapid
8665,rapid
8678,rapid
8732,rapid
8744,rapid
8810,rapid
8905,rapid
8959,rapid
8995,rapid
9015,rapid
9057,rapid
9081,rapid
9139,rapid
9167,rapid
9301,rapid
9332,rapid
9389,rapid
9395,rapid
9444,rapid
9459,rapid
9470,rapid
9517,rapid
9525,rapid
9556,rapid
9576,rapid
9671,rapid
9844,rapid
9925,rapid
9933,rapid
10251,rapid
10323,rapid
10404,rapid
10586,rapid
10620,rapid
10632,rapid
10809,rapid
10868,rapid
10960,rapid
10976,rapid
10984,rapid
11108,rapid
11114,rapid
11122,rapid
11148,rapid
11229,rapid
11310,rapid
11340,rapid
11349,rapid
11368,rapid
11432,rapid
11475,rapid
11491,rapid
11497,rapid
11540,rapid
11558,rapid
11559,rapid
11640,rapid
11669,rapid
11694,rapid
11741,rapid
12003,rapid
12012,rapid
12030,rapid
12072,rapid
12127,rapid
12133,rapid
12150,rapid
12159,rapid
12195,rapid
12243,rapid
12273,rapid
12282,rapid
12322,rapid
12328,rapid
12370,rapid
12378,rapid
12418,rapid
12429,rapid
12440,rapid
12445,rapid
12485,rapid
12524,rapid
12592,rapid
12680,rapid
12705,rapid
12707,rapid
12722,rapid
12725,rapid
12766,rapid
12794,rapid
12884,rapid
12906,rapid
12913,rapid
12921,rapid
13036,rapid
13041,rapid
13107,rapid
13133,rapid
13135,rapid
13148,rapid
13186,rapid
13196,rapid
13276,rapid
13364,rapid
13407,rapid
13428,rapid
13464,rapid
13470,rapid
13495,rapid
13550,rapid
13557,rapid
13677,rapid
13687,rapid
13749,rapid
13754,rapid
13781,rapid
13786,rapid
13813,rapid
13922,rapid
13943,rapid
14030,rapid
14074,rapid
14102,rapid
14190,rapid
14198,rapid
14232,rapid
14308,rapid
14358,rapid
14367,rapid
14452,rapid
14484,rapid
14498,rapid
14552,rapid
14619,rapid
14838,rapid
14876,rapid
14908,rapid
14978,rapid
14980,rapid
14981,rapid
15051,rapid
15069,rapid
15075,rapid
15079,rapid
15127,rapid
15189,rapid
15201,rapid
15361,rapid
15378,rapid
15390,rapid
15421,rapid
15453,rapid
15572,rapid
15673,rapid
15701,rapid
15783,rapid
15803,rapid
15823,rapid
15839,rapid
15840,rapid
16073,rapid
16076,rapid
16098,rapid
16105,rapid
16137,rapid
16142,rapid
16173,rapid
16211,rapid
16223,rapid
16285,rapid
16306,rapid
16364,rapid
16431,rapid
16491,rapid
16492,rapid
16499,rapid
16706,rapid
16755,rapid
16785,rapid
16871,rapid
17061,rapid
17088,rapid
17226,rapid
17273,rapid
17313,rapid
17321,rapid
17331,rapid
17395,rapid
17415,rapid
17430,rapid
17510,rapid
17511,rapid
17623,rapid
17645,rapid
17759,rapid
17779,rapid
17832,rapid
17849,rapid
18049,rapid
18056,rapid
18069,rapid
18089,rapid
18188,rapid
18218,rapid
18268,rapid
18284,rapid
18344,rapid
18422,rapid
18425,rapid
18442,rapid
18484,rapid
18515,rapid
18552,rapid
18554,rapid
18609,rapid
18622,rapid
18628,rapid
18640,rapid
18680,rapid
18683,rapid
18702,rapid
18723,rapid
18730,rapid
18733,rapid
18755,rapid
18852,rapid
18928,rapid
18933,rapid
18977,rapid
18981,rapid
19015,rapid
19027,rapid
19034,rapid
19037,rapid
19054,rapid
19143,rapid
19194,rapid
19212,rapid
19390,rapid
19475,rapid
19529,rapid
19571,rapid
19596,rapid
19604,rapid
19747,rapid
19774,rapid
19788,rapid
19836,rapid
19844,rapid
19910,rapid
20031,rapid
20049,rapid
20050,rapid
20086,rapid
20193,rapid
20204,rapid
20368,rapid
20432,rapid
20529,rapid
20625,rapid
20641,rapid
20737,rapid
20775,rapid
20778,rapid
20831,rapid
20838,rapid
21024,rapid
21060,rapid
21183,rapid
21292,rapid
21330,rapid
21336,rapid
21406,rapid
21476,rapid
21546,rapid
21549,rapid
21634,rapid
21660,rapid
21714,rapid
21725,rapid
21727,rapid
21734,rapid
21754,rapid
21824,rapid
21835,rapid
21849,rapid
21884,rapid
21913,rapid
21923,rapid
21962,rapid
22014,rapid
22026,rapid
22033,rapid
22074,rapid
22137,rapid
22158,rapid
22207,rapid
22250,rapid
22461,rapid
22481,rapid
22619,rapid
22672,rapid
22682,rapid
22684,rapid
22700,rapid
22729,rapid
22817,rapid
22847,rapid
23008,rapid
23131,rapid
23149,rapid
23201,rapid
23381,rapid
23439,rapid
23502,rapid
23526,rapid
23531,rapid
23553,rapid
23566,rapid
23567,rapid
23574,rapid
23599,rapid
23621,rapid
23654,rapid
23674,rapid
23685,rapid
23757,rapid
23851,rapid
23862,rapid
23880,rapid
23946,rapid
24030,rapid
24033,rapid
24095,rapid
24131,rapid
24209,rapid
24240,rapid
24269,rapid
24305,rapid
24319,rapid
24342,rapid
24371,rapid
24472,rapid
24497,rapid
24556,rapid
24571,rapid
24598,rapid
24707,rapid
24796,rapid
24849,rapid
24889,rapid
24903,rapid
24920,rapid
